word,string,_word,heading,content,table,,,,,,,
meek,"<p><b>MEEK</b>, a. [L. mucus; Eng. mucilage; Heb. to melt.]<p><DD>1. Mild of temper; soft; gentle; not easily provoked or irritated; yielding; given to forbearance under injuries.<p><DD><DD> Now the man Moses was very meek, above all men. Num.12.<p><DD>2. Appropriately, humble, in an evangelical sense; submissive to the divine will; not proud, self-sufficient or refractory; not peevish and apt to complain of divine dispensations. Christ says,""Learn of me, for I am meek and lowly in heart, and ye shall find rest to your souls."" Matt.11.<p><DD><DD> Blessed are the meek, for they shall inherit the earth. Matt.5.",luniform,Luniform,,,,,,,,,
meekness,"<p><b>MEE'KNESS</b>, n. Softness of temper; mildness; gentleness; forbearance under injuries and provocations.<p><DD>1. In an evangelical sense, humility; resignation; submission to the divine will, without murmuring or peevishness; opposed to pride, arrogance and refractoriness. Gal.5.<p><DD><DD> I beseech you by the meekness of Christ. 1 Cor.10.<p><DD><DD> Meekness is a grace which Jesus alone inculcated, and which no ancient philosopher seems to have understood or recommended.",lunt,Lunt,,,,,,,,,
meer,"<p><b>MEER</b>, a. Simple; unmixed; usually written mere.<p><b>MEER</b>, n. A lake; a boundary. [See Mere.]",lunular,Lunular,,,,,,,,,
meer-schaum,"<p><b>MEER-SCHAUM</b>, n. A hydrate of magnesia combined with silex. It occurs in beds in Natolia, and when first taken out, is soft, and makes lather like soap. It is manufactured into tobacco pipes, which are boiled in oil or wax, and baked.",lunulate,Lunulate,,,,,,,,,
meered,"<p><b>MEE'RED</b>, a. Relating to a boundary. [See Mere.]",lupercal,Lupercal,,,,,,,,,
meet,"<p><b>MEET</b>, a. [L. convenio.] Fit; suitable; proper; qualified; convenient; adapted, as to a use or purpose.<p><DD><DD> Ye shall pass over armed before your brethren, the children of Israel, all that are meet for the war. Deut.3.<p><DD><DD> It was meet that we should make merry--Luke 15.<p><DD><DD> Bring forth fruits meet for repentance. Matt.3.<p><b>MEET</b>, v.t. pret. and pp. met. [Gr. with.]<p><DD>1. To come together, approaching in opposite or different directions; to come face to face; as, to meet a man in the road.<p><DD><DD> His daughter came out to meet him with timbrels and with dances. Judges 11.<p><DD>2. To come together in any place; as, we met many strangers at the levee.<p><DD>3. To come together in hostility; to encounter. The armies met on the plains of Pharsalia.<p><DD>4. To encounter unexpectedly.<p><DD>5. To come together in extension; to come in contact; to join. The line A meets the line B and forms an angle.<p><DD>6. To come to; to find; to light on; to receive. The good man meets his reward; the criminal in due time meets the punishment he deserves.<p><DD><DD> Of vice or virtue, whether blest or curst, <p><DD><DD> Which meets contempt, or which compassion first.<p><b>MEET</b>, v.i. To come together or to approach near, or into company with. How pleasant it is for friends to meet on the road; still more pleasant to meet in a foreign country.<p><DD>1. To come together in hostility; to encounter. The armies met at Waterloo, and decided the fate of Buonaparte.<p><DD>2. To assemble; to congregate. The council met at 10 o'clock. The legislature will meet on the first Wednesday in the month.<p><DD>3. To come together by being extended; to come in contact; to join. Two converging lines will meet in a point.<p>To meet with; to light on; to find; to come to; often with the sense of an unexpected event.<p><DD><DD> We met with many things worthy of observation.<p><DD>1. To join; to unite in company.<p><DD><DD> Falstaff at that oak shall meet with us.<p><DD>2. To suffer unexpectedly; as, to meet with a fall; to meet with a loss.<p><DD>3. To encounter; to engage in opposition.<p><DD><DD> Royal mistress, <p><DD><DD> Prepare to meet with more than brutal fury<p><DD><DD> From the fierce prince.<p><DD>4. To obviate; a Latinism.<p>To meet half way, to approach from an equal distance and meet; metaphorically, to make mutual and equal concessions, each party renouncing some pretensions.",lupine,Lupine,,,,,,,,,
meeter,"<p><b>MEE'TER</b>, n. One that meets another; one that accosts another.",lupulin,Lupulin,,,,,,,,,
meeting,"<p><b>MEE'TING</b>, ppr. Coming together; encountering; joining; assembling.<p><b>MEE'TING</b>, n. A coming together; an interview; as a happy meeting of friends.<p><DD>1. An assembly; a congregation; a collection of people; a convention. The meeting was numerous; the meeting was clamorous; the meeting was dissolved at sunset.<p><DD>2. A conflux, as of rivers; a joining, as of lines.",lurch,Lurch,,,,,,,,,
meeting-house,"<p><b>MEE'TING-HOUSE</b>, a. A place of worship; a church.",lurcher,Lurcher,,,,,,,,,
meetly,"<p><b>MEE'TLY</b>, adv. [from meet.] Fitly; suitably; properly.",lurdan,Lurdan,,,,,,,,,
meetness,"<p><b>MEE'TNESS</b>, n. [from meet.] Fitness; suitableness; propriety.",lure,Lure,,,,,,,,,
megacosm,"<p><b>MEG'ACOSM</b>, n. [Gr. great, and world.] The great world.",lured,Lured,,,,,,,,,
megalonyx,"<p><b>MEGALON'YX</b>, n. [Gr. great, and a nail.] An animal now extinct, whose bones have been found in Virginia.",lurid,Lurid,,,,,,,,,
megalopolis,"<p><b>MEGALOP'OLIS</b>, n. [Gr. great, and city.] <p>A chief city; a metropolis. [Not in use.]",luring,Luring,,,,,,,,,
megatherium,<p><b>MEGATHE'RIUM</b>,lurk,Lurk,,,,,,,,,
megathery,"<p><b>MEGATH'ERY</b> , n. [Gr. great, and a wild beast.] A quadruped now extinct, but whose remains have been found in South America. It was larger than the megalonyx.",lurker,Lurker,,,,,,,,,
meine,"<p><b>MEINE</b>, v.t. To mingle.<p><b>MEINE</b>",lurkingplace,Lurking-place,,,,,,,,,
meionite,"<p><b>MEIONITE</b>, n. [Gr. less; from its low pyramids.]pyramidical feldspar, of a grayish white color. It occurs massive and crystallized.",luscious,Luscious,,,,,,,,,
meiosis,"<p><b>MEIO'SIS</b>, n. [Gr.] Diminution; a rhetorical figure, a species of hyperbole, representing a thing less than it is.",lusciously,Lusciously,,,,,,,,,
melampode,"<p><b>MEL'AMPODE</b>, n. [Gr. blackfoot.] The black hellebore.",lusciousness,Lusciousness,,,,,,,,,
melancholic,"<p><b>MEL'ANCHOLIC</b>, a. [See Melancholy.]<p><DD>1. Depressed in spirits; affected with gloom; dejected; hypochondriac. Grief indulged to excess, has a tendency to render a person melancholic.<p><DD>2. Produced by melancholy; expressive of melancholy; mournful; as melancholic strains.<p><DD><DD> Just as the melancholic eye, <p><DD><DD> See fleets and armies in the sky.<p><DD>3. Unhappy; unfortunate; causing sorrow; as accidents and melancholic perplexities.<p><b>MEL'ANCHOLIC</b>, n. One affected with a gloomy state of mind. [Melancholian, in a like sense, is not used.]<p><DD>1. A gloomy state of mind.",lusk,Lusk,,,,,,,,,
melancholily,"<p><b>MEL'ANCHOLILY</b>, adv. With melancholy.",luskish,Luskish,,,,,,,,,
melancholiness,"<p><b>MEL'ANCHOLINESS</b>, n. State of being melancholy; disposition to indulge gloominess of mind.",luskishly,Luskishly,,,,,,,,,
melancholist,"<p><b>MEL'ANCHOLIST</b>, n. One affected with melancholy.",lusorious,Lusorious,,,,,,,,,
melancholize,"<p><b>MEL'ANCHOLIZE</b>, v.i. To become gloomy in mind.<p><b>MEL'ANCHOLIZE</b>, v.t. To make melancholy.<p><DD>[This verb is rarely or never used.]",lusory,Lusory,,,,,,,,,
melancholy,"<p><b>MEL'ANCHOLY</b>, n. [Gr. black, and bile; L. melancholia.]<p><DD>1. A gloomy state of mind, often a gloomy state that is of some continuance, or habitual; depression of spirits induced by grief; dejection of spirits. This was formerly supposed to proceed from a redundance of black bile. Melancholy, when extreme and of long continuance, is a disease, sometimes accompanied with partial insanity. Cullen defines it, partial insanity without dyspepsy.<p>In nosology, mental-alienation restrained to a single object or train of ideas, in distinction from mania, in which the alienation is general.<p><DD><DD> Moon-struck madness, moping melancholy.<p><b>MEL'ANCHOLY</b>, a. Gloomy; depressed in spirits; dejected; applied to persons. Overwhelming grief has made me melancholy.<p><DD>1. Dismal; gloomy; habitually dejected; as a melancholy temper.<p><DD>2. Calamitous; afflictive; that may or does produce great evil and grief; as a melancholy event. The melancholy fate of the Albion! The melancholy destruction of Scio and of Missolonghi!",lust,Lust,,,,,,,,,
melanite,"<p><b>MEL'ANITE</b>, n. [Gr. black.] A mineral, a variety of garnet, of a velvet black or grayish black, occurring always in crystals of a dodecahedral form.<p>Melanite is perfectly opake. It is found among volcanic substances.",luster,Luster,,,,,,,,,
melanteri,"<p><b>MEL'ANTERI</b>, n. [Gr. black.] Salt or iron, or iron in a saline state, mixed with inflammable matter.",lustfully,Lustfully,,,,,,,,,
melanure,<p><b>MEL'ANURE</b>,lustfulness,Lustfulness,,,,,,,,,
melanurus,"<p><b>MELANU'RUS</b>, n. A small fish of the Mediterranean.",lustihood,Lustihood,,,,,,,,,
melilot,"<p><b>MEL'ILOT</b>, n. A plant of the genus Trifolium.",lustiness,Lustiness,,,,,,,,,
mellate,"<p><b>MEL'LATE</b>, n. [L. mel, honey.] A combination of the mellitic acid with a base.",lustring,Lustring,,,,,,,,,
mellit,"<p><b>MEL'LIT</b>, n. In farriery, a dry scab on the heel of a horse's fore foot, cured by a mixture of honey and vinegar.",lutarious,Lutarious,,,,,,,,,
mellite,"<p><b>MEL'LITE</b>, n. [L.mel.] Honey stone; a mineral of a honey color, found only in very minute regular crystals.",lutation,Lutation,,,,,,,,,
mellow,"<p><b>MEL'LOW</b>, a. [L. mollis, malus.]<p><DD>1. Soft with ripeness; easily yielding to pressure; as a mellow peach or apple; mellow fruit.<p><DD>2. Soft to the ear; as a mellow sound; a mellow pipe.<p><DD>3. Soft; well pulverized; not indurated or compact; as mellow ground or earth.<p><DD>4. Soft and smooth to the taste; as mellow wine.<p><DD>5. Soft with liquor; intoxicated; merry.<p><DD>6. Soft or easy to the eye.<p><DD><DD> The tender flush whose mellow stain imbues<p><DD><DD> Heaven with all freaks of light.<p><b>MEL'LOW</b>, v.t. To ripen; to bring to maturity; to soften by ripeness or age.<p><DD><DD> On foreign mountains may the sun refine<p><DD><DD> The grape's soft juice and mellow it to wine.<p><DD>1. To soften; to pulverize. Earth is mellowed by frost.<p><DD>2. To mature; to bring to perfection.<p><DD><DD> This episode--mellowed into that reputation which time has given it.<p><b>MEL'LOW</b>, v.i. To become soft; to be ripened, matured or brought to perfection. Fruit, when taken from the tree, soon mellows. Wine mellows with age.",lutecase,Lute-case,,,,,,,,,
mellowness,"<p><b>MEL'LOWNESS</b>, n. Softness; the quality of yielding easily to pressure; ripeness, as of fruit.<p><DD>1. Maturity; softness or smoothness from age, as of wine.",lutestring,Lute-string,,,,,,,,,
mephitism,"<p><b>MEPH'ITISM</b>, n. Foul, offensive or noxious exhalations from dissolving substances, filth or other source; also, carbonic acid gas.",mad,Mad,,,,,,,,,
messenger,"<p><b>MES'SENGER</b>, n.<p><DD>1. One who bears a message or an errand; the bearer of a verbal or written communication, notice or invitation from one person to another, or to a public body; one who conveys dispatches from one prince or court to another.<p><DD>2. A harbinger; a forerunner; he or that which foreshows.<p><DD><DD> You gray lines<p><DD><DD> That fret the clouds, are messengers of day.",mahogany,Mahogany,,,,,,,,,
meteoroscopy,"<p><b>METEOROS'COPY</b>, n. [Gr. lofty, and to view.] That part of astronomy which treats of sublime heavenly bodies, distance of stars, &c.",malaga,Malaga,,,,,,,,,
methodical,"<p><b>METHOD'ICAL</b>, a. Arranged in convenient order; disposed in a just and natural manner, or in a manner to illustrate a subject, or to facilitate practical operations; as a methodical arrangement of the parts of a discourse or of arguments; a methodical treatise; methodical accounts.",malcontented,Malcontented,,,,,,,,,
miff,"<p><b>MIFF</b>, n. A slight degree of resentment. [Colloquial.]",manakin,Manakin,,,,,,,,,
might,"<p><b>MIGHT</b>, n. pret. of may. Had power or liberty. He might go, or might have gone.<p><DD>1. It sometimes denotes was possible, implying ignorance of the fact in the speaker. Orders might have been given for the purpose.<p><b>MIGHT</b>, n.<p><DD>1. Strength; force; power; primarily and chiefly, bodily strength or physical power; as, to work or strive with all one's might.<p><DD><DD> There small be no might in thy hand. Deut.28.<p><DD>2. Political power or great achievements.<p><DD><DD> The acts of David--with all his reign and his might. <p>1 Chron.29. l Kings 15.<p><DD>3. National strength; physical power or military force.<p><DD><DD> We have no might against this great company that cometh against us. 2 Chron.20.<p><DD>4. Valor with bodily strength; military prowess; as men of might. 1 Chron.12.<p><DD>5. Ability; strength or application of means.<p><DD><DD> I have prepared with all my might for the house of my God--1 Chron.29.<p><DD>6. Strength or force of purpose.<p><DD><DD> Like him was no king that turned to the Lord with all his might. 2 Kings 23.<p><DD>7. Strength of affection.<p><DD><DD> Thou shalt love the Lord thy God with all thine heart, and with all thy soul, and with all thy might. Deut.6.<p><DD>8. Strength of light; splendor; effulgence.<p><DD><DD> Let them that love him be as the sun when he goeth forth in his might. Judges 5.<p>Shakespeare applied the word to an oath. ""An oath of mickle might."" This application is obsolete. We now use strength or force; as the strength or force of an oath or covenant.<p>With might and main, with the utmost strength or bodily exertion; a tautological phrase, as both words are from the same root, and mean the same thing.",manatus,Manatus,,,,,,,,,
migniard,"<p><b>MIGNIARD</b>, a. Soft; dainty; delicate; pretty.",mancipation,Mancipation,,,,,,,,,
mignonette,<p><b>MIGNONETTE</b>,manciple,Manciple,,,,,,,,,
migonet,"<p><b>MIG'ONET</b>, n. An annual flower or plant of the genus Reseda, having the scent of raspberries.",mandamus,Mandamus,,,,,,,,,
migration,"<p><b>MIGRA'TION</b>, n. [L. migratio.] The act of removing from one kingdom or state to another, for the purpose of permanent residence, or a residence of some continuance.<p><DD>1. Change of place; removal; as the migration of the center of gravity.",mandator,Mandator,,,,,,,,,
mildew,"<p><b>MIL'DEW</b>, n. [L. melligo, from mel, honey.]<p><DD>1. Honey dew; a thick, clammy, sweet juice, found on the leaves of plants, which is said to injure the plants by corroding them, or otherwise preventing them from coming to perfection.<p><DD>2. Spots on cloth or paper caused by moisture.<p><b>MIL'DEW</b>, v.t. To taint with mildew.",mandilion,Mandilion,,,,,,,,,
mildewed,"<p><b>MIL'DEWED</b>, pp. Tainted or injured by mildew.",mandlestone,Mandlestone,,,,,,,,,
mildewing,"<p><b>MIL'DEWING</b>, ppr. Tainting with mildew.",mandment,Mandment,,,,,,,,,
milfoil,"<p><b>MIL'FOIL</b>, n. [L. millefolium, a thousand leaves.]<p>A plant of the genus Achillea; yarrow.",manducate,Manducate,,,,,,,,,
miliary,"<p><b>MIL'IARY</b>, a. [L.milium, millet.]<p><DD>1. Resembling millet seeds; as a miliary eruption; miliary glands. The miliary glands are the sebaceous glands of the skin.<p><DD>2. Accompanied with an eruption like millet seeds; as a miliary fever.",manducated,Manducated,,,,,,,,,
milt,"<p><b>MILT</b>, n.<p><DD>1. In anatomy, the spleen, a viscus situated in the left hypochondrium under the diaphragm.<p><DD>2. The soft roe of fishes, or the spermatic part of the males.<p><b>MILT</b>, v.t. To impregnate the roe or spawn of the female fish.",manifoldly,Manifoldly,,,,,,,,,
mimical,"<p><b>MIM'ICAL</b>, a. [L. mimus, mimicus; Gr. to imitate.]<p><DD>1. Imitative; inclined to imitate or to ape; having the practice or habit of imitating.<p><DD><DD> Man is of all creatures the most mimical in gestures, speech, &c.<p><DD>2. Consisting of imitation; as mimic gestures.<p><DD><DD> Mimic implies often something droll or ludicrous, or less dignified than imitative.",manipulation,Manipulation,,,,,,,,,
minionly,"<p><b>MIN'IONLY</b>, adv. Finely; daintily.",manufacture,Manufacture,,,,,,,,,
minoration,"<p><b>MINORA'TION</b>, n. A lessening; diminution.",manycornered,Many-cornered,,,,,,,,,
minority,"<p><b>MINOR'ITY</b>, n. [L. minor.]<p><DD>1. The state of being under age. [See Minor.]<p><DD>2. The smaller number; as the minority of the senate or house of representatives; opposed to majority. We say, the minority was large or small; AB was in the minority; the minority must be ruled by the majority.",manyheaded,Many-headed,,,,,,,,,
mint,"<p><b>MINT</b>, n. [L. moneta.]<p><DD>1. The place where money is coined by public authority. In Great Britain, formerly, there was a mint in almost every county; but the privilege of coining is now considered as a royal prerogative in that country, and as the prerogative of the sovereign power in other countries. The only mint now in Great Britain is in the Tower of London. The mint in the United States is in Philadelphia.<p><DD>2. A place of invention or fabrication; as a mint of phrases; a mint of calumny.<p><DD>3. A source of abundant supply.<p><b>MINT</b>, v.t. To coin; to make and stamp money.<p><DD>1. To invent; to forge; to fabricate.<p><b>MINT</b>, n. [L.mentha.] A plant of the genus Mentha.",manypetaled,Many-petaled,,,,,,,,,
mintage,"<p><b>MINT'AGE</b>, n. That which is coined or stamped.<p><DD>1. The duty paid for coining.",manytwinkling,Many-twinkling,,,,,,,,,
minter,"<p><b>MINT'ER</b>, n. A coiner; also, an inventor.",manyvalved,Many-valved,,,,,,,,,
mintman,"<p><b>MINT'MAN</b>, n. A coiner; one skilled in coining or in coins.",map,Map,,,,,,,,,
mintmaster,"<p><b>MINT'M`ASTER</b>, n. The master or superintendent of a mint.<p><DD>1. One who invents or fabricates.",maple,Maple,,,,,,,,,
minute,"<p><b>MINU'TE</b>, a. [L. minutus.]<p><DD>1. Very small, little or slender; of very small bulk or size; small in consequence; as a minute grain of sand; a minute filament. The blood circulates through very minute vessels. Minute divisions of a subject often perplex the understanding. Minute details are tedious.<p><DD>2. Attending to small things; critical; as minute observation.",maracan,Maracan,,,,,,,,,
misapprehended,"<p><b>MISAPPREHEND'ED</b>, pp. Not rightly understood.",marjoram,Marjoram,,,,,,,,,
missel-bird,"<p><b>MIS'SEL-BIRD</b>, n. A species of thrush.",maygame,May-game,,,,,,,,,
misshapen,"<p><b>MISSHA'PEN</b>, pp. Ill formed; deformed; ugly.",mayhem,Mayhem,,,,,,,,,
misspelling,"<p><b>MISSPELL'ING</b>, ppr. Spelling wrong.<p><b>MISSPELL'ING</b>, n. A wrong spelling; false orthography.",mazer,Mazer,,,,,,,,,
misspoken,"<p><b>MISSPO'KEN</b>, pp. Uttered or spoken amiss.",meadow,Meadow,,,,,,,,,
misstate,"<p><b>MISSTA'TE</b>, v.t. To state wrong; to make an erroneous representation of facts; as, to misstate a question in debate.",meadowore,Meadow-ore,,,,,,,,,
misstated,"<p><b>MISSTA'TED</b>, pp. Stated erroneously.",meadowrue,Meadow-rue,,,,,,,,,
misstatement,"<p><b>MISSTA'TEMENT</b>, n. A wrong statement; an erroneous representation, verbal or written; as a misstatement of facts in testimony, or of accounts in a report.",meadowsaffron,Meadow-saffron,,,,,,,,,
misstating,"<p><b>MISSTA'TING</b>, ppr. Stating falsely or erroneously.",meadowsaxifrage,Meadow-saxifrage,,,,,,,,,
mist,"<p><b>MIST</b>, n. [L. mixtus, mistus, from misceo, to mix.]<p><DD>1. Water falling in very numerous, but fine and almost imperceptible drops.<p><DD><DD> A mist is a multitude of small but solid globules, which therefore descend.<p><DD>2. That which dims or darkens, and obscures or intercepts vision.<p><DD><DD> His passion cast a mist before his sense.<p><b>MIST</b>, v.t. To cloud; to cover with vapor.",meadowwort,Meadow-wort,,,,,,,,,
mist-encumbered,"<p><b>MIST-ENCUM'BERED</b>, a. Loaded with mist.",meadowy,Meadowy,,,,,,,,,
mistakable,"<p><b>MISTA'KABLE</b>, a. That may be misconceived or mistaken.",meager,Meager,,,,,,,,,
mistake,"<p><b>MISTA'KE</b>, v.t. To take wrong; to conceive or understand erroneously; to misunderstand or misapprehend.<p><DD><DD> 'Tis to mistake them costs the time and pain.<p><DD>1. To take one thing or person for another.<p><DD><DD> We mistake the eloquence of self-apology for the animation of conscious integrity.<p><DD><DD> A man may mistake the love of virtue for the practice of it.<p><b>MISTA'KE</b>, v.i. To err in opinion or judgment.<p><DD><DD> Servants mistake, and sometimes occasion misunderstanding among friends.<p><b>MISTA'KE</b>, n. An error in opinion or judgment; misconception.<p><DD><DD> Infallibility is an absolute security of the understanding from all possibility of mistake.<p><DD>1. A slip; a fault; an error. There is a mistake in the account or in the date.",meagerly,Meagerly,,,,,,,,,
mistful,"<p><b>MIST'FUL</b>, a. Clouded with mist.",meanly,Meanly,,,,,,,,,
mistiness,"<p><b>MIST'INESS</b>, n. [See Mist.] A state of being misty; a state of thick rain in very small drops.",measles,Measles,,,,,,,,,
mistlike,"<p><b>MIST'LIKE</b>, a. Resembling mist.",measured,Measured,,,,,,,,,
misty,"<p><b>MIST'Y</b>, a. [from mist.] Overspread with mist; filled with very minute drops of rain; as misty weather; a misty atmosphere; a misty night or day.<p><DD>1. Dim; obscure; clouded; as misty sight.",medicamentally,Medicamentally,,,,,,,,,
mockable,"<p><b>MOCK'ABLE</b>, a. Exposed to derision. [Little used.]",memorialist,Memorialist,,,,,,,,,
moderateness,"<p><b>MOD'ERATENESS</b>, n. State of being moderate; temperateness; a middle state between extremes; as the moderateness of the weather; used commonly of things, as moderation is of persons.",mender,Mender,,,,,,,,,
moderating,"<p><b>MOD'ERATING</b>, ppr. Reducing in violence or excess; allaying; tempering; becoming more mild.",mendicancy,Mendicancy,,,,,,,,,
modern,"<p><b>MOD'ERN</b>, a. [L. modo, and ern, which we find in other Latin words that have reference to time, as in hodiernus, hesternus.]<p><DD>1. Pertaining to the present time, or time not long past; late; recent; not ancient or remote in past time; as modern days, ages or time; modern authors; modern fashions; modern taste; modern practice.<p><DD>2. Common; mean; vulgar. [Not used.]",mendment,Mendment,,,,,,,,,
modernism,"<p><b>MOD'ERNISM</b>, n. Modern practice; something recently formed, particularly in writing.",mends,Mends,,,,,,,,,
modernist,"<p><b>MOD'ERNIST</b>, n. One who admires the moderns.",menhaden,Menhaden,,,,,,,,,
modernize,"<p><b>MOD'ERNIZE</b>, v.t. To render modern; to adapt ancient compositions to modern persons or things, or rather to adapt the ancient style or idiom to modern style and taste.",menial,Menial,,,,,,,,,
modernized,"<p><b>MOD'ERNIZED</b>, pp. Rendered conformable to modern usage.",menilite,Menilite,,,,,,,,,
modernizer,"<p><b>MOD'ERNIZER</b>, n. He that renders modern.",meniscus,Meniscus,,,,,,,,,
modernizing,"<p><b>MOD'ERNIZING</b>, ppr. Rendering modern.",menispermate,Menispermate,,,,,,,,,
modernly,"<p><b>MOD'ERNLY</b>, adv. In modern times. [Not in use.]",menispermic,Menispermic,,,,,,,,,
modernness,"<p><b>MOD'ERNNESS</b>, n. The quality of being modern; recentness; novelty.",meniver,Meniver,,,,,,,,,
monumentally,"<p><b>MONUMENT'ALLY</b>, adv. By way of memorial.",midday,Mid-day,,,,,,,,,
muscosity,"<p><b>MUSCOS'ITY</b>, n. Mossiness.",misrelating,Misrelating,,,,,,,,,
muscovado,"<p><b>MUSCOVA'DO</b>, n. Unrefined sugar; the raw material from which loaf and lump sugar are procured by refining. Muscovado is obtained from the juice of the sugar cane by evaporation and draining off the liquid part called molasses.<p><DD>[This word is used wither as a noun or an adjective.]",misrelation,Misrelation,,,,,,,,,
muscularity,"<p><b>MUSCULAR'ITY</b>, n. The state of being muscular.",misreport,Misreport,,,,,,,,,
muse,"<p><b>MUSE</b>, n. s as z. [L. musa.]<p><DD>1. Properly, song; but in usage, the deity or power of poetry. Hence poets in modern times, as in ancient, invoke the aid of the Muse or Muses, or in other words, the genius of poetry.<p><DD><DD> Granville commands; your aid, O Muses, bring, <p><DD><DD> What Muse for Granville can refuse to sing?<p><DD>2. Deep thought; close attention or contemplation which abstracts the minds from passing scenes; hence sometimes, absence of mind.<p><DD><DD> As in great muse, no word to creature spake.<p><DD><DD> He was fill'd<p><DD><DD> With admiration and deep muse to hear<p><DD><DD> Of things so high and strange.<p><b>MUSE</b>, v.i. s as z. [L. musso and mussito, to mutter or murmur, to demur, to be silent. The Greek signifies to press, or utter sound with the lips compressed. The latter verb belongs to a sound uttered through the nose or with close lips, or of the same family, L. mussitatio. The word then primarily denotes what we call humming, to hum, as persons do when idle, or alone and steadily occupied.]<p><DD>1. To ponder; to think closely; to study in silence.<p><DD><DD> He mused upon some dangerous plot.<p><DD><DD> I muse on the works of thy hands. Ps.143.<p><DD>2. To be absent in mind; to be so occupied in study or contemplation, as not to observe passing scenes or things present.<p><DD>3. To wonder.<p><DD><DD> Do not muse of me.<p><b>MUSE</b>, v.t. To think on; to meditate on.",misrepresent,Misrepresent,,,,,,,,,
museum,"<p><b>MUSE'UM</b>, n. [Gr. a place for the muses or for study.]<p>A house or apartment appropriated as a repository of things that have an immediate relation to the arts; a cabinet of curiosities.",misrepute,Misrepute,,,,,,,,,
mush,"<p><b>MUSH</b>, n. The meal of maiz boiled in water.",misreputed,Misreputed,,,,,,,,,
mushroom,"<p><b>MUSH'ROOM</b>, n.<p><DD>1. The common name of numerous cryptogamian plants of the natural order of Fungi. Some of them are esculent, others poisonous. Mushrooms grow on dunghills and in moist rich ground, and often spring up in a short time.<p><DD><DD> The origin of man, in the view of the atheist, is the same with that of the mushroom.<p><DD>2. An upstart; one that rises suddenly from a low condition in life.",misrule,Misrule,,,,,,,,,
mushroom-stone,"<p><b>MUSH'ROOM-STONE</b>, n. A fossil or stone that produces mushrooms; the Lyncurius.",misruly,Misruly,,,,,,,,,
musician,"<p><b>MUSI'CIAN</b>, n. A person skilled in the science of music, or one that sings or performs on instruments of music according to the rules of the art.",misseldine,Misseldine,,,,,,,,,
musk-seed,"<p><b>MUSK'-SEED</b>, n. A plant of the genus Hibiscus.",misshaped,Misshaped,,,,,,,,,
musket,"<p><b>MUSK'ET</b>, n. [L. musca, a fly.]<p><DD>1. A species of fire-arms used in war, and fired by means of a lighted match. This manner of firing was in use as late as the civil war in England. But the proper musket is no longer in use. The name, however, in common speech, is yet applied to fusees or fire-locks fired by a spring lock.<p><DD>2. A male hawk of a small kind, the female of which is the sparrow hawk.",missile,Missile,,,,,,,,,
muskiness,"<p><b>MUSK'INESS</b>, n. [from musk.] The scent of musk.",missioner,Missioner,,,,,,,,,
musquash,"<p><b>MUS'QUASH</b>, n. An American animal of the murine genus, the Muz zibethicus. It has a compressed, lanceolated tail, with toes separate. It has the smell of musk in summer, but loses it in winter. The fur is used by hatters. Its popular name in America is musquash.",misspender,Misspender,,,,,,,,,
navel-gall,"<p><b>NAVEL-GALL</b>, n. A bruise on the top of the chine of the back of a horse, behind the saddle.",momental,Momental,,,,,,,,,
obliquely,"<p><b>OBLI'QUELY, </b> adv. <p><DD>1. In a line deviating from a right line; not directly; not perpendicularly.<p><DD>Declining from the noon of day, the sun obliquely shoots his burning ray.<p><DD>2. Indirectly; by a side glance; by an allusion; not in the direct or plain meaning.<p><DD>His discourse tends obliquely to the detracting from others.",neckweed,Neckweed,,,,,,,,,
obscenity,"<p><b>OBSCEN'ITY, </b> n. [L. obscaenitas.]<p><DD>1. Impurity in expression or representation; that quality in words or things which presents what is offensive to chastity or purity of mind; ribaldry.<p><DD>Cowley asserts plainly that obscenity has no place in wit.<p><DD>Those fables were tempered with the Italian severity, and free from any note of infamy or obsceneness.<p><DD>No pardon vile obscenity should find.<p><DD>2. Unchaste actions; lewdness.<p><DD>To wash th' obscenities of night away.",needlestone,Needle-stone,,,,,,,,,
ogress,"<p><b>O'GRESS, </b> n. An imaginary monster of the East.<p><b>O'GRESS, </b> n. In heraldry, a cannon ball of a black color.",nimbleness,Nimbleness,,,,,,,,,
olibanum,"<p><b>OLIBA'NUM, </b> n. [The word signifies then frankincense, and it is so named from its whiteness.]<p><DD>A gum-resin consisting of tears or drops, of a yellow transparent color and disagreeable smell. It is brought from Turkey and the East Indies. It is not, as Linne supposed, produced by the Juniperus Lycia, but from a different tree growing in Arabia and Hindoostan. In Arabia, luban is applied to benzoin, which is generally used for incense, and oliban is called condur, whence Gr. In medicine, it is used in fumigations as a resolvent.<p><DD>Thompson says olibanum is produced by different trees and in different countries.",nitrite,Nitrite,,,,,,,,,
olidous,"<p><b>OL'IDOUS, </b> a. [L. olidus, from oleo, to smell.] Fetid; having a strong disagreeable smell. [Little used.]",nitrogen,Nitrogen,,,,,,,,,
oneiromancy,"<p><b>ONEIROM'ANCY, </b> n. [Gr. a dream, and divination.] Divination by dreams.",nomadize,Nomadize,,,,,,,,,
orchanet,"<p><b>OR'CHANET, </b> n. A plant, [Anchusa tinctoria.]",nucleus,Nucleus,,,,,,,,,
